,Land_class,x,y,ID,pres,sex,age,status,country,year,season,region
20239,"Natural grasslands, heath and scrub",3464529.791,2117889.233,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20240,Arable (non-irrigated),3327471.244,2212342.27,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20241,Urban,3111067.136,2306750.282,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20242,Arable (non-irrigated),3455025.734,2109282.952,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20243,Arable (non-irrigated),3325970.679,2218101.549,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20244,Arable (non-irrigated),3932127.152,2920832.601,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20245,"Natural grasslands, heath and scrub",3295581.063,2183655.026,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20246,Arable (irrigated),3456479.962,2164380.699,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20247,Woodland,3398402.709,2045793.209,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20248,"Natural grasslands, heath and scrub",3452741.008,2170960.449,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20249,Arable (non-irrigated),3453293.565,2122533.497,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20250,Woodland,3298218.397,2178957.207,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20251,Arable (irrigated),3446054.531,2092634.408,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20252,Woodland,3265114.721,2275745.596,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20253,"Natural grasslands, heath and scrub",3924272.285,2906669.099,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20254,Arable (irrigated),3446587.806,2090725.87,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20255,Arable (non-irrigated),3922450.889,2915375.792,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20256,"Natural grasslands, heath and scrub",3930985.639,2908535.573,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20257,Arable (non-irrigated),3451370.229,2169829.552,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20258,Arable (irrigated),3471411.302,2125076.465,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20259,Arable (non-irrigated),3466300.351,2124966.196,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20260,Agriculture/natural vegetation,3458359.413,2108547.507,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20261,Arable (non-irrigated),3892647.476,2828169.586,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20262,Arable (non-irrigated),3056082.962,2179401.303,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20263,Woodland,3400152.927,2043580.419,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20264,Arable (irrigated),3457587.228,2162166.004,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20265,Arable (irrigated),3055469.273,2178736.628,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20266,"Natural grasslands, heath and scrub",3456141.397,2119766.233,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20267,Permanent grasslands,3148518.728,2119070.412,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20268,Orchards and vineyards,3349907.775,1915614.81,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20269,"Natural grasslands, heath and scrub",3354649.353,1921354.751,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20270,Orchards and vineyards,3321715.669,2213902.552,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20271,"Natural grasslands, heath and scrub",3465416.298,2111140.599,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20272,Arable (non-irrigated),3397807.9,2064904.581,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20273,"Natural grasslands, heath and scrub",3459534.416,2120895.517,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20274,"Natural grasslands, heath and scrub",3911930.352,2905363.922,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20275,Woodland,3359449.862,1913399.422,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20276,Arable (non-irrigated),3397867.136,2058561.312,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20277,Permanent grasslands,3114212.392,2300666.193,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20278,Arable (non-irrigated),3920185.217,2902962.798,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20279,"Natural grasslands, heath and scrub",3401127.075,2056342.274,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20280,Arable (non-irrigated),3469985.517,2117088.987,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20281,Arable (irrigated),3447398.583,2096072.733,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20282,Complex cultivation patterns,3323975.309,2224462.7,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20283,Urban,3908532.039,2887434.272,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20284,Arable (non-irrigated),3471993.831,2118584.566,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20285,Complex cultivation patterns,3321169.802,2224992.458,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20286,Arable (non-irrigated),3458097.864,2172566.245,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20287,Urban,3156488.011,1998584.352,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20288,Woodland,3405061.299,2045737.933,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20289,Woodland,3934476.99,2912113.681,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20290,"Natural grasslands, heath and scrub",3403923.443,2043644.775,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20291,Arable (non-irrigated),3463230.678,2167482.554,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20292,"Natural grasslands, heath and scrub",3445406.522,2091727.715,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20293,"Natural grasslands, heath and scrub",3914604.612,2904089.781,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20294,Arable (non-irrigated),3453046.025,2164956.196,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20295,Arable (non-irrigated),3151526.279,2003404,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20296,Arable (non-irrigated),2811138.664,1776833.704,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20297,Arable (non-irrigated),3125914.597,2010231.745,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20298,"Natural grasslands, heath and scrub",3450236.674,2173200.065,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20299,"Natural grasslands, heath and scrub",3467291.418,2116736.885,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20300,Woodland,3110740.023,2308477.691,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20301,Arable (non-irrigated),3449783.515,2166713.226,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20302,Woodland,3360906.298,1921825.678,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20303,"Natural grasslands, heath and scrub",2804149.505,1777174.591,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20304,Arable (non-irrigated),3263728.569,2273507.626,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20305,Arable (non-irrigated),3398235.053,2050042.843,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20306,Agriculture/natural vegetation,3471136.712,2121622.665,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20307,Arable (non-irrigated),3268964.098,2287071.152,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20308,Arable (non-irrigated),3939801.36,2907257.831,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20309,"Natural grasslands, heath and scrub",3930636.163,2907915.003,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20310,Woodland,3354864.383,1913421.48,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20311,Arable (non-irrigated),3145615.143,2113955.534,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20312,Arable (non-irrigated),3461857.27,2110432.455,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20313,Woodland,3460863.841,2116550.027,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20314,Agriculture/natural vegetation,3463509.036,2119383.998,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20315,Arable (non-irrigated),3451881.636,2168611.334,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20316,Woodland,3908950.081,2882914.381,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20317,Agriculture/natural vegetation,3410722.947,2174879.034,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20318,Arable (non-irrigated),3081464.53,2147643.676,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20319,Arable (non-irrigated),3924484.506,2917571.922,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20320,"Natural grasslands, heath and scrub",3358083.361,1920652.678,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20321,"Natural grasslands, heath and scrub",3403398.262,2027882.351,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20322,"Natural grasslands, heath and scrub",2809137.853,1773963.821,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20323,Arable (non-irrigated),3454330.465,2114130.224,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20324,Woodland,3400834.86,2044295.597,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20325,Agriculture/natural vegetation,3318570.838,2217658.099,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20326,Arable (non-irrigated),3920042.61,2910285.621,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20327,Woodland,3355973.058,1912223.624,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20328,"Natural grasslands, heath and scrub",3928857.089,2910118.149,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20329,Agriculture/natural vegetation,3354478.01,1914084.111,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20330,Urban,3909935.009,2885566.181,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20331,Arable (non-irrigated),3365290.342,2072723.088,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20332,Woodland,3355645.727,1911214.93,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20333,Woodland,3275357.143,2300703.755,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20334,Orchards and vineyards,3313918.874,2224309.943,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20335,"Natural grasslands, heath and scrub",3932802.696,2909475.338,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20336,Arable (irrigated),3461461.697,2165060.962,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20337,"Natural grasslands, heath and scrub",3915240.365,2904622.424,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20338,Orchards and vineyards,3322838.261,2225128.21,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20339,Agriculture/natural vegetation,3470420.974,2121284.393,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20340,"Natural grasslands, heath and scrub",3934911.293,2909316.315,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20341,Arable (non-irrigated),3369840.891,2080030.014,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20342,Arable (irrigated),3074279.263,2149000.378,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20343,Arable (irrigated),3459805.142,2161870.771,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20344,Agriculture/natural vegetation,3355330.658,1916401.419,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20345,Arable (non-irrigated),3316526.904,2236479.216,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20346,"Natural grasslands, heath and scrub",3401579.274,2054184.529,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20347,Arable (non-irrigated),3931136.236,2925696.247,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20348,Agriculture/natural vegetation,3937914.615,2905948.937,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20349,Agriculture/natural vegetation,3450256.083,2170607.476,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20350,Arable (non-irrigated),3919536.771,2891581.95,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20351,Orchards and vineyards,3312638.509,2219999.265,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20352,Complex cultivation patterns,3356092.058,1918442.375,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20353,Agriculture/natural vegetation,3927590.054,2925652.799,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20354,Arable (non-irrigated),3457101.847,2172706.977,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20355,Arable (non-irrigated),3465930.719,2116493.184,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20356,Woodland,3362386.583,2074539.969,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20357,Permanent grasslands,2808125.745,1773943.503,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20358,Arable (non-irrigated),3912509.617,2897949.5,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20359,Arable (non-irrigated),3443359.516,2092385.595,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20360,"Rocks, bare ground & permanent snow",3325354.187,2223599.491,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20361,Arable (non-irrigated),3893525.533,2830541.111,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20362,Woodland,3273775.509,2300439.197,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20363,Arable (non-irrigated),3399494.041,2066081.781,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20364,Complex cultivation patterns,3398586.716,2067154.477,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20365,Arable (non-irrigated),3319049.717,2221402.685,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20366,Arable (non-irrigated),3259408.704,2278376.395,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20367,"Natural grasslands, heath and scrub",3468456.109,2117977.587,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20368,Arable (non-irrigated),3153016.237,2000843.266,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20369,Arable (non-irrigated),3919692.45,2908579.909,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20370,Arable (non-irrigated),3910273.311,2897751.823,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20371,Arable (non-irrigated),3165061.355,2248533.958,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20372,"Natural grasslands, heath and scrub",3264061.629,2275913.643,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20373,Arable (non-irrigated),3469994.634,2110116.606,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20374,Orchards and vineyards,3328953.555,2213092.577,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20375,Arable (irrigated),3443179.683,2091399.015,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20376,"Natural grasslands, heath and scrub",3271446.669,2287951.413,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20377,Agriculture/natural vegetation,3450861.938,2090067.241,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20378,Arable (non-irrigated),3909501.51,2875429.192,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20379,Woodland,3315251.569,2210962.312,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20380,Orchards and vineyards,3353164.289,1913421.705,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20381,Complex cultivation patterns,3469097.799,2112184.198,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
20382,Agriculture/natural vegetation,3915295.947,2894784.682,Alava.Adult.Female..211270,0,female,adult,migrant,spain,3,winter,ss
